fake_name,point,Work_accident,mission,satisfaction_level,promotion_last_5years,last_evaluation,impact,Department,level,somebody,left,research,average_montly_hours,xy,camera,number_project,time_spend_company,from,significant,fake_date_of_birth,his,fake_zipcode,fake_misc,fake_surname,salary,xyz,me
Nicholas,1.4197120822953706,0.0,-1.2168971274932383,0.67,0.0,0.54,0.03,Customer Service,0.9823083166179699,1.42,0.0,-0.6542686306730224,213.0,'same',0.07,3.0,4.0,1.42,13197,2017-07-31,-0.9823083166179699,86459,'easy',Valdez,low,relationship,0.9823083166179699
Jessica,1.1406291562325859,0.0,-1.6044622400684971,0.83,0.0,0.8,0.03,Customer Service,nan,1.14,0.0,-0.34308636429657996,150.0,'administration',0.07,4.0,3.0,1.14,28629,1925-11-17,-1.4543232501089514,26056,nan,Hernandez,low,four,1.4543232501089514
Emma,1.1416680249313045,0.0,-0.10571446065219216,0.87,0.0,0.66,0.03,,-0.1363169500554524,1.14,0.0,nan,270.0,'conference',0.07,3.0,2.0,1.14,19609,1916-04-12,-0.1363169500554524,48320,'indicate',Sutton,low,fight,0.1363169500554524
Sandra,1.4751557819802192,0.0,-0.04860266304037387,0.44,0.0,0.68,0.03,Inventory Management,0.3726598327513563,-1.48,0.0,1.0622764647540608,140.0,'sometimes',0.07,3.0,3.0,-1.48,16895,1966-08-15,-0.3726598327513563,96807,nan,Stewart,low,argue,0.3726598327513563
Kathryn,1.122630920880643,0.0,-1.0760203526057703,0.2,0.0,0.98,0.03,Sales,0.8974783615177729,1.12,0.0,-0.48422270438590986,228.0,nan,0.07,2.0,3.0,1.12,29834,1933-12-08,-0.8974783615177729,28112,'matter',Booth,low,soldier,0.8974783615177729
Diane,1.72700333705122,0.0,-1.246592848390995,0.75,0.0,0.99,0.03,Customer Service,0.946934826799495,1.73,0.0,-0.8639537497629827,189.0,'best',0.07,5.0,3.0,1.73,12922,2019-06-29,-0.946934826799495,80825,'southern',Barnes,low,federal,0.946934826799495
Brandon,2.5637198988596346,0.0,1.2178719496544683,0.9,0.0,0.98,0.03,,-0.7343363677460732,-2.56,1.0,1.466818770186153,245.0,'response',0.07,5.0,5.0,-2.56,17280,1935-11-04,-0.7343363677460732,27258,'give',Rodriguez,low,just,0.7343363677460732
Christopher,0.538568389683757,0.0,-2.3055385644968447,0.76,0.0,0.8,0.03,Customer Service,2.3293241677036205,0.54,0.0,0.2888957482122778,226.0,'discover',0.07,4.0,5.0,0.54,20457,2021-02-25,-2.3293241677036205,03373,nan,Jackson,low,hand,2.3293241677036205
Brent,0.9012407564072014,0.0,-2.7794412053534576,0.87,0.0,0.67,0.03,Sales,2.75327181532207,0.9,0.0,0.16924996676513013,139.0,'wrong',0.07,3.0,2.0,0.9,12071,1970-12-07,-2.75327181532207,38050,'firm',Smith,medium,body,2.75327181532207
Brian,1.1051663509517546,0.0,-0.37188579589366866,0.72,0.0,0.99,0.03,Sales,0.6351831505529204,-1.11,0.0,0.893559411973209,143.0,'force',0.07,3.0,4.0,-1.11,12082,1915-08-11,-0.6351831505529204,16734,'four',Nelson,low,front,0.6351831505529204
Angela,0.31990899415186436,0.0,0.10205659719622778,0.78,0.0,0.69,0.03,,-0.17793042866747988,0.32,0.0,-0.2570269689731162,256.0,'main',0.07,5.0,3.0,0.32,23362,1940-02-11,-0.17793042866747988,79661,nan,Flores,low,pretty,0.17793042866747988
Rachael,1.113403439010955,0.0,-0.6057912056712301,0.97,0.0,0.95,0.03,Inventory Management,0.8851875619099248,-1.11,0.0,0.9675438583885465,201.0,'cultural',0.07,5.0,2.0,-1.11,26231,1945-03-19,-0.8851875619099248,40510,nan,Pena,low,region,0.8851875619099248
Shannon,0.19599086494886964,0.0,-0.8071673300703307,0.1,0.0,0.84,0.03,,0.8138755830417934,0.2,1.0,0.0958570426095616,261.0,'player',0.07,6.0,4.0,0.2,20567,1988-12-25,-0.8138755830417934,54006,nan,Martin,medium,car,0.8138755830417934
Christina,0.6306575457411397,0.0,-1.3463678189901518,0.83,0.0,0.98,0.03,Inventory Management,1.5659840983136795,-0.63,1.0,0.8402607916354576,254.0,'ground',0.07,4.0,5.0,-0.63,22794,1935-06-01,-1.5659840983136795,67376,'lose',Hernandez,low,myself,1.5659840983136795
Brian,0.5657916651759349,0.0,-1.4752585161453315,0.18,0.0,0.6,0.03,Sales,1.6886391973900359,-0.57,0.0,0.8317158780187641,140.0,'store',0.07,3.0,4.0,-0.57,26547,1979-07-19,-1.6886391973900359,00895,'drive',Oneill,low,type,1.6886391973900359
Robert,1.2941074437487798,0.0,-0.23570741047079227,0.1,0.0,0.84,0.03,,0.5318010239964908,-1.29,1.0,0.9881388018590995,261.0,'here',0.07,6.0,4.0,-1.29,18704,1961-12-02,-0.5318010239964908,37568,'six',Murphy,medium,instead,0.5318010239964908
Kelly,1.3260262879808185,0.0,-1.3086689030651408,0.72,1.0,0.71,0.03,Sales,nan,1.33,0.0,-0.5609722730797518,256.0,'around',0.07,4.0,3.0,1.33,11608,2016-12-28,-1.1000848158836685,60094,'social',Powell,medium,social,1.1000848158836685
Lisa,1.7330960812820067,0.0,0.14417669938448313,0.54,0.0,0.44,0.03,Inventory Management,0.22423337139638144,-1.73,0.0,1.1893940774915355,153.0,'the',0.07,3.0,2.0,-1.73,22917,2015-11-04,-0.22423337139638144,88521,'always',Lewis,low,change,0.22423337139638144
Bruce,1.458604144600623,0.0,nan,0.7,0.0,0.53,0.03,Inventory Management,0.49096602039394566,-1.46,0.0,1.0839791911266503,152.0,'yourself',0.07,4.0,3.0,-1.46,20088,1975-08-15,-0.49096602039394566,09249,'free',Burns,low,successful,0.49096602039394566
Caitlin,2.098954743456751,1.0,0.7152293455889422,0.96,0.0,0.49,0.03,Sales,-0.30211262923015236,-2.1,0.0,1.283005952322604,252.0,'similar',0.07,4.0,3.0,-2.1,22951,1971-09-03,-0.30211262923015236,32811,'free',Rodriguez,medium,nature,0.30211262923015236
Franklin,1.3363579146953923,0.0,-0.7483112473315634,0.63,0.0,0.94,0.03,,nan,1.34,0.0,-0.731533802057314,219.0,'sort',0.07,4.0,3.0,1.34,17752,1988-01-29,-0.5032058105213262,96340,'old',Cain,low,adult,0.5032058105213262
Stephen,1.4581600947292006,0.0,-0.06868903703109559,0.85,0.0,0.51,0.03,Administration,0.39027542221420497,-1.46,0.0,1.0560515345269297,242.0,'soon',0.07,3.0,3.0,-1.46,21000,1927-09-18,-0.39027542221420497,76549,'light',Houston,medium,bring,0.39027542221420497
David,2.186711506495916,0.0,-2.870536402690206,0.43,0.0,0.51,0.03,,2.570141150891345,2.19,0.0,-0.7175614035993434,168.0,'east',0.07,5.0,4.0,2.19,12811,1937-02-15,-2.570141150891345,91346,'mention',Garcia,medium,majority,2.570141150891345
Stephen,1.2909547737692242,0.0,-0.3501868735717159,0.83,0.0,0.78,0.03,Sales,0.6525960567195517,-1.29,0.0,1.0192443175383703,257.0,'answer',0.07,3.0,2.0,-1.29,22037,1964-06-29,-0.6525960567195517,16709,'lose',Hunt,low,gas,0.6525960567195517
Sara,0.9343349131471775,1.0,-0.7553719804409144,0.99,0.0,0.6,0.03,,nan,-0.93,0.0,0.8838829127032484,209.0,'man',0.07,4.0,8.0,-0.93,11236,1957-03-26,-1.0049406709158684,15632,'region',Carlson,medium,wind,1.0049406709158684
Kimberly,0.5226855454159022,1.0,-2.223652469278226,0.47,0.0,0.62,0.03,Marketing,2.245886844095602,0.52,0.0,0.2763289887790361,171.0,'control',0.07,6.0,5.0,0.52,13552,1987-08-19,-2.245886844095602,41387,'show',Mills,high,far,2.245886844095602
Kyle,0.41416513505019636,0.0,-2.595132195638266,0.1,0.0,0.83,0.03,Marketing,2.663707694769147,0.41,1.0,0.4616387780042251,300.0,'decision',0.07,6.0,4.0,0.41,12678,1984-05-17,-2.663707694769147,66358,'become',Wilson,medium,south,2.663707694769147
Russell,0.7204002420588638,0.0,0.04428914291773846,0.93,0.0,0.9,0.03,Inventory Management,-0.2038013089254096,0.72,0.0,-0.5247553064730255,256.0,'surface',0.07,4.0,4.0,0.72,29779,1929-06-18,-0.2038013089254096,46736,'trade',Carroll,low,trade,0.2038013089254096
Matthew,0.5724605766460946,0.0,-1.435955601051897,0.52,0.0,0.64,0.03,Marketing,1.3991788140315744,0.57,0.0,0.011523073970295472,268.0,'popular',0.07,4.0,3.0,0.57,22316,1951-11-13,-1.3991788140315744,40577,'teach',Reed,low,partner,1.3991788140315744
Dana,1.6728370822138396,0.0,-1.6731975804927788,0.95,0.0,0.7,0.03,Sales,1.4114214307075736,1.67,0.0,nan,243.0,'threat',0.07,6.0,3.0,1.67,15490,2016-10-02,-1.4114214307075736,74524,'teach',Burton,medium,hope,1.4114214307075736
Michael,0.8831150400051048,0.0,-0.9870883088639957,0.55,0.0,0.6,0.03,,nan,0.88,0.0,nan,145.0,nan,0.07,3.0,4.0,0.88,27875,2012-12-01,-0.855240435234164,82229,nan,Stewart,low,any,0.855240435234164
Stephanie,0.49838308157864963,0.0,-1.530490492123334,0.61,0.0,0.38,0.03,Sales,1.732577017705353,-0.5,0.0,0.7999090536454124,268.0,'like',0.07,2.0,3.0,-0.5,17074,1979-07-01,-1.732577017705353,54643,'usually',Davis,low,deal,1.732577017705353
Thomas,1.5907126230625492,0.0,-0.8930435838398504,0.72,0.0,0.79,0.03,,0.601427042269868,1.59,0.0,-0.870098919547262,221.0,'fill',0.07,3.0,3.0,1.59,12111,1949-06-20,-0.601427042269868,59662,'big',Smith,high,form,0.601427042269868
Jasmine,1.3818548760387017,0.0,-3.1620996041445966,0.73,0.0,0.87,0.03,,3.054723175178548,1.38,1.0,nan,257.0,nan,0.07,5.0,5.0,1.38,22829,1930-06-25,-3.054723175178548,12392,'cup',Ware,low,key,3.054723175178548
Susan,0.5998397868886844,0.0,-1.3717850759803287,0.1,0.0,0.85,0.03,,1.5862480857808943,-0.6,1.0,nan,279.0,'professional',0.07,7.0,4.0,-0.6,22401,1950-01-12,-1.5862480857808943,70954,'wind',Zavala,medium,them,1.5862480857808943
David,0.05175286623373876,0.0,nan,0.81,0.0,0.57,0.03,Inventory Management,2.166604974866628,0.05,0.0,nan,213.0,'age',0.07,4.0,4.0,0.05,11681,1988-07-07,-2.166604974866628,96719,'give',Davis,high,turn,2.166604974866628
Joel,1.695172784909626,0.0,0.011055446373132634,0.78,0.0,0.5,0.03,Sales,0.3572421370425479,-1.7,0.0,1.201224533937741,212.0,'see',0.07,4.0,2.0,-1.7,17133,1937-11-08,-0.3572421370425479,99421,'human',Leonard,medium,seek,0.3572421370425479
Aaron,0.717482599117875,0.0,-0.543191371778137,0.61,0.0,0.78,0.03,Customer Service,0.4202457032491902,0.72,0.0,-0.35156118434828143,238.0,nan,0.07,3.0,2.0,0.72,27929,1972-11-17,-0.4202457032491902,04818,'attention',Benson,medium,write,0.4202457032491902
Christopher,0.1271634756215736,0.0,-1.9910992740289586,0.58,0.0,0.55,0.03,,2.140557323938585,-0.13,0.0,nan,202.0,'land',0.07,4.0,3.0,-0.13,25845,1964-03-29,-2.140557323938585,36809,'drive',Oconnell,medium,piece,2.140557323938585
Larry,0.4264306084197038,0.0,nan,0.1,0.0,0.83,0.03,,1.6573524179974473,-0.43,1.0,0.7324361744418567,295.0,'everybody',0.07,6.0,4.0,-0.43,21908,1977-04-15,-1.6573524179974473,47551,'mention',Gilmore,medium,major,1.6573524179974473
Lisa,0.4134297451632052,0.0,0.04777500824840459,0.45,0.0,0.54,0.03,Administration,-0.14068473494168332,0.41,1.0,-0.30766369399468657,142.0,'story',0.07,2.0,3.0,0.41,16292,2006-07-03,-0.14068473494168332,17527,'usually',Whitney,medium,company,0.14068473494168332
Anne,0.32179870373862707,0.0,0.6402044230753497,0.77,0.0,0.67,0.03,Inventory Management,-0.7494037283601891,0.32,0.0,-0.4151211232827535,186.0,'voice',0.07,3.0,2.0,0.32,26369,1960-06-05,-0.7494037283601891,53430,'data',Howard,low,describe,0.7494037283601891
Jose,0.6261705662276618,0.0,-1.251807283890218,0.65,0.0,0.85,0.03,Customer Service,1.464663416431023,-0.63,0.0,0.8095291721545492,201.0,'notice',0.07,4.0,10.0,-0.63,28169,2020-09-06,-1.464663416431023,45337,'once',Brown,low,coach,1.464663416431023
Jeffrey,1.554638940023014,0.0,0.084269853227862,0.95,0.0,0.53,0.03,Customer Service,0.24896099656019555,-1.55,0.0,1.080047342533201,143.0,'with',0.07,4.0,3.0,-1.55,14762,2001-07-27,-0.24896099656019555,14034,'become',Davis,low,stock,0.24896099656019555
Eric,0.1151061792499688,0.0,nan,0.1,0.0,0.86,0.03,Inventory Management,2.131411291940256,-0.12,1.0,0.6599610936201238,278.0,'investment',0.07,6.0,4.0,-0.12,28520,1910-04-24,-2.131411291940256,95511,'need',Russell,high,rather,2.131411291940256
Courtney,1.2219150942846528,0.0,-1.9114134220328167,0.73,0.0,0.73,0.03,Sales,1.7623553425697671,1.22,0.0,-0.31143257763332555,194.0,'account',0.07,4.0,2.0,1.22,10821,1960-02-12,-1.7623553425697671,55918,'six',Johnson,low,nearly,1.7623553425697671
Kristin,0.5881572977507492,0.0,-0.3184944318607504,0.83,0.0,0.86,0.03,Sales,0.2099549977845666,0.59,0.0,-0.32512332570863717,98.0,'nation',0.07,4.0,4.0,0.59,11892,1996-10-24,-0.2099549977845666,36222,'social',Lopez,low,enough,0.2099549977845666
Christine,1.4854199335468266,0.0,-0.05402058187303965,0.87,0.0,0.91,0.03,Sales,0.3806432319776504,-1.49,1.0,1.0711474220453674,228.0,'buy',0.07,4.0,5.0,-1.49,23867,1981-01-22,-0.3806432319776504,81706,'focus',Salazar,low,trip,0.3806432319776504
John,2.179032829091196,0.0,0.88775021905535,0.93,0.0,0.81,0.03,Customer Service,-0.46775529966521656,-2.18,0.0,1.2896507767679926,143.0,'scene',0.07,3.0,3.0,-2.18,18125,1939-08-29,-0.46775529966521656,85346,'exactly',Acevedo,low,sing,0.46775529966521656
Paul,0.5570377474351504,0.0,0.09385459563718619,0.38,0.0,0.79,0.03,Sales,-0.22084056370334237,0.56,0.0,-0.4231212990390306,176.0,'the',0.07,5.0,3.0,0.56,11156,2013-12-25,-0.22084056370334237,74859,'firm',Stewart,low,team,0.22084056370334237
Tony,1.108919248469506,0.0,-0.44910855415170486,0.3,0.0,0.66,0.03,,0.7179458624419892,-1.11,0.0,0.9187193147276416,198.0,'film',0.07,3.0,2.0,-1.11,12049,2020-02-23,-0.7179458624419892,00903,'free',Ramos,medium,when,0.7179458624419892
Gary,1.039931104165349,0.0,nan,0.99,0.0,0.54,0.03,Sales,0.09978046376919159,1.04,0.0,-0.6493653376252164,199.0,'beautiful',0.07,3.0,2.0,1.04,18441,1967-01-23,-0.09978046376919159,01756,'always',Bowman,medium,yeah,0.09978046376919159
Jesse,0.90185173854758,0.0,nan,0.66,0.0,0.59,0.03,Inventory Management,1.3797366240555011,0.9,0.0,-0.20817096252770287,179.0,'especially',0.07,4.0,3.0,0.9,26443,1995-09-05,-1.3797366240555011,06835,'cup',Wilkerson,low,painting,1.3797366240555011
John,1.5755304068006475,0.0,0.06919773888828014,0.86,0.0,1.0,0.03,Inventory Management,0.2695022172458905,-1.58,0.0,1.099281231146689,256.0,'respond',0.07,4.0,3.0,-1.58,25099,2015-05-27,-0.2695022172458905,07412,'rise',Taylor,medium,will,0.2695022172458905
Linda,0.20755979376191735,1.0,-2.4315225936069593,0.5,0.0,0.55,0.03,Administration,2.5350614314245723,0.21,0.0,0.5607787176532589,148.0,'challenge',0.07,4.0,3.0,0.21,14487,1917-04-16,-2.5350614314245723,98750,'data',Rodriguez,low,success,2.5350614314245723
Leonard,0.918820286975974,0.0,nan,0.5,0.0,0.7,0.03,Administration,1.1798185072625826,-0.92,0.0,0.9217889127777317,159.0,'age',0.07,3.0,3.0,-0.92,14691,1914-07-11,-1.1798185072625826,54176,'always',Baker,low,agree,1.1798185072625826
Virginia,0.7756348216319529,1.0,-1.599901252730431,0.34,0.0,0.42,0.03,,nan,0.78,0.0,-0.08508113776440904,287.0,'late',0.07,6.0,5.0,0.78,11837,1911-03-07,-1.5289284978415387,50859,'southern',Johnson,low,collection,1.5289284978415387
Alison,0.40435561782498486,0.0,-1.6532966609808546,0.42,0.0,0.48,0.03,Administration,1.8424280947221239,-0.4,1.0,0.7688721147454599,155.0,'skin',0.07,2.0,3.0,-0.4,29534,1969-05-20,-1.8424280947221239,67449,'data',Craig,medium,both,1.8424280947221239
Patricia,1.1938492247396746,0.0,-1.5260165004153985,0.92,0.0,0.69,0.03,Sales,nan,1.19,0.0,-0.4037496364146038,180.0,'wish',0.07,4.0,3.0,1.19,27589,1923-12-06,-1.3594956610720585,45190,'always',Conner,low,skin,1.3594956610720585
Rachel,0.597583698913964,1.0,-1.3830172636932025,0.62,0.0,0.5,0.03,Inventory Management,nan,-0.6,0.0,0.8274365814515166,198.0,'international',0.07,4.0,3.0,-0.6,17936,1964-07-22,-1.5976761923489744,72788,'far',Wilkinson,low,another,1.5976761923489744
Jose,2.1071112765882747,0.0,0.8906241164439858,0.53,0.0,0.63,0.03,Sales,nan,-2.11,0.0,1.2377123666932743,159.0,'majority',0.07,5.0,4.0,-2.11,22803,1982-11-27,-0.48645951910570173,68478,'fight',Turner,low,green,0.48645951910570173
Sarah,0.07200425288122658,0.0,nan,0.74,0.0,0.97,0.03,Administration,-0.016345562354624477,0.07,1.0,-0.0513447982478492,228.0,'risk',0.07,4.0,5.0,0.07,12031,2010-12-16,-0.016345562354624477,79542,'become',Miles,low,buy,0.016345562354624477
Arthur,0.5283328231452067,0.0,-1.358210801389977,0.5,0.0,0.59,0.03,Sales,1.3262839033106681,0.53,0.0,0.02023100565533576,192.0,nan,0.07,3.0,2.0,0.53,11345,1956-03-03,-1.3262839033106681,89529,'give',Henderson,low,agency,1.3262839033106681
Kathryn,1.2891308538225723,1.0,-0.43334552106410734,0.4,0.0,0.65,0.03,Inventory Management,0.7404438501134567,-1.29,0.0,1.0421708143913093,172.0,'add',0.07,6.0,2.0,-1.29,11047,1933-02-28,-0.7404438501134567,96544,'need',Martinez,low,quickly,0.7404438501134567
Cameron,0.9573398288363445,0.0,-0.8796654277192911,0.9,0.0,0.78,0.03,Sales,1.141843427841428,-0.96,0.0,0.9364323844689608,162.0,'relationship',0.07,3.0,2.0,-0.96,26700,1991-12-13,-1.141843427841428,32958,'four',Parker,medium,by,1.141843427841428
James,1.4917077360031161,0.0,-2.0448783259356,0.53,0.0,0.99,0.03,Marketing,1.8452597609842751,1.49,0.0,-0.46424854322211095,223.0,'travel',0.07,3.0,10.0,1.49,19532,1996-05-21,-1.8452597609842751,79481,'wind',Lopez,low,voice,1.8452597609842751
Michele,1.6430125915111717,0.0,nan,0.61,0.0,0.67,0.03,,0.20151257368987952,-1.64,0.0,1.1245339389925266,188.0,'involve',0.07,3.0,5.0,-1.64,19514,1952-02-16,-0.20151257368987952,12194,'lose',Brown,low,mention,0.20151257368987952
April,0.891392381807635,0.0,-0.588292929259957,0.82,0.0,0.63,0.03,Marketing,0.4302523044160622,0.89,0.0,-0.461989434028142,199.0,'card',0.07,4.0,2.0,0.89,27683,1914-05-29,-0.4302523044160622,55712,'wind',Contreras,low,behavior,0.4302523044160622
Hannah,1.2113059738112821,0.0,nan,0.75,0.0,0.72,0.03,Customer Service,0.7413181256776735,-1.21,0.0,0.9917648304776651,192.0,nan,0.07,2.0,3.0,-1.21,23293,1980-05-31,-0.7413181256776735,27331,'focus',Weiss,medium,treat,0.7413181256776735
Jasmine,0.7152683134597433,1.0,-1.8709899948701738,0.45,0.0,0.53,0.03,,1.8297370105856432,0.72,0.0,nan,181.0,'black',0.07,3.0,4.0,0.72,27009,1991-05-03,-1.8297370105856432,55789,'here',Baker,low,system,1.8297370105856432
Cameron,1.6193456019846288,0.0,-0.040480500438878964,0.77,0.0,0.84,0.03,Sales,0.39542546744954077,-1.62,0.0,1.1623595951572168,188.0,'why',0.07,3.0,4.0,-1.62,27277,1987-08-02,-0.39542546744954077,29420,'professional',Craig,medium,director,0.39542546744954077
Mary,1.439255492735035,0.0,-0.1533185423910906,0.63,0.0,0.64,0.03,,0.4759662280591408,-1.44,0.0,1.0672703908627312,180.0,'receive',0.07,3.0,3.0,-1.44,10415,1952-08-29,-0.4759662280591408,40551,'easy',Wilson,low,expert,0.4759662280591408
Michael,1.9497084478613087,1.0,0.5036033407879308,0.78,0.0,0.72,0.03,Inventory Management,-0.11002833479849161,-1.95,0.0,1.238606642541528,270.0,'coach',0.07,5.0,3.0,-1.95,25518,1928-06-06,-0.11002833479849161,14791,'money',King,low,within,0.11002833479849161
Brent,1.1731627787810688,0.0,-0.43996486717204336,0.18,0.0,0.39,0.03,Sales,0.7222262695264581,-1.17,0.0,0.9617019018062588,177.0,'drive',0.07,2.0,6.0,-1.17,21252,1963-07-20,-0.7222262695264581,98219,'fight',Parker,medium,group,0.7222262695264581
Maxwell,0.8702124485577256,0.0,-1.0003583583278004,0.37,0.0,0.46,0.03,Sales,0.872130503149085,0.87,1.0,-0.3269145283025111,153.0,'mission',0.07,2.0,3.0,0.87,22786,1989-07-19,-0.872130503149085,25340,'reality',Diaz,low,if,0.872130503149085
Andrea,0.5857402364819182,0.0,-1.724651807102877,0.79,0.0,0.56,0.03,Sales,nan,0.59,0.0,0.08617900179394382,177.0,'road',0.07,4.0,3.0,0.59,20397,1985-12-09,-1.7026417658153892,87250,'data',Robertson,high,book,1.7026417658153892
Andrea,1.2247179271975102,0.0,-0.5310032588446553,0.96,0.0,0.7,0.03,Sales,0.83005431250894,-1.22,0.0,1.0248502068980145,273.0,'rest',0.07,2.0,3.0,-1.22,22436,1990-12-26,-0.83005431250894,02462,'social',Sims,low,among,0.83005431250894
Michael,0.9479920586664556,0.0,-2.83956989478523,0.67,0.0,0.61,0.03,Administration,2.8069021351918533,0.95,0.0,0.15354675207420723,145.0,'high',0.07,4.0,4.0,0.95,25822,2010-09-19,-2.8069021351918533,68585,'drive',Rodriguez,low,size,2.8069021351918533
Mariah,0.8321718326744609,0.0,-0.22018944669819657,0.72,0.0,0.94,0.03,,0.05252493453355056,0.83,0.0,nan,240.0,'eye',0.07,4.0,4.0,0.83,10013,1978-04-21,-0.05252493453355056,74164,'focus',Nolan,low,worker,0.05252493453355056
Kyle,0.13630910823192355,0.0,-1.8484665905706037,0.24,0.0,0.62,0.03,Sales,1.9911916026083312,-0.14,0.0,0.6352702170239077,225.0,'school',0.07,6.0,6.0,-0.14,15737,1930-05-30,-1.9911916026083312,48840,'attention',Simmons,low,month,1.9911916026083312
Jennifer,2.4392192157307173,0.0,1.112445454425629,0.59,0.0,0.75,0.03,Inventory Management,-0.649560783576181,-2.44,0.0,1.4090678240218824,156.0,'town',0.07,2.0,3.0,-2.44,25760,1960-03-02,-0.649560783576181,45680,'pay',Myers,medium,morning,0.649560783576181
Scott,0.6797815838400371,0.0,-0.7833104051365377,0.72,0.0,0.49,0.03,,nan,0.68,0.0,-0.25483229002355773,148.0,'size',0.07,4.0,2.0,0.68,28636,1970-11-29,-0.6832569363030938,40066,'always',Castro,low,effect,0.6832569363030938
John,2.727077825499512,0.0,1.5695389433747453,0.11,0.0,0.93,0.03,,-1.0719552695533041,-2.73,1.0,1.4804535132412746,290.0,'fight',0.07,6.0,4.0,-2.73,17858,1942-03-04,-1.0719552695533041,18965,'sometimes',Parsons,medium,choice,1.0719552695533041
Kelly,0.9200798540640498,1.0,nan,0.64,0.0,0.78,0.03,Sales,2.664835878228798,0.92,0.0,0.13271519280458838,156.0,'by',0.07,5.0,5.0,0.92,24996,1917-03-09,-2.664835878228798,94698,'serious',Sparks,low,idea,2.664835878228798
Rebecca,0.7321180922674677,0.0,-1.7027656146181052,0.63,0.0,0.89,0.03,Inventory Management,1.6475561562444745,0.73,0.0,-0.024199581588443066,246.0,'expert',0.07,4.0,3.0,0.73,26035,1951-02-20,-1.6475561562444745,15336,'individual',Mccoy,medium,despite,1.6475561562444745
Michael,0.9902863875787766,1.0,nan,0.52,0.0,0.88,0.03,Customer Service,1.6462600414553803,0.99,0.0,-0.1925630963407292,179.0,'serious',0.07,3.0,2.0,0.99,23032,1956-03-29,-1.6462600414553803,72099,'teach',Reeves,low,gas,1.6462600414553803
Dean,0.5511375483438444,0.0,nan,0.17,0.0,0.92,0.03,Inventory Management,-0.6395994941879319,0.55,0.0,-0.5342272774166757,189.0,'think',0.07,4.0,2.0,0.55,27075,1932-03-03,-0.6395994941879319,16546,'region',Hansen,medium,modern,0.6395994941879319
Thomas,1.7072640474102356,0.0,nan,0.69,0.0,0.95,0.03,Inventory Management,0.10807609962098252,-1.71,0.0,1.1406992599244417,126.0,'still',0.07,3.0,6.0,-1.71,13550,1966-12-31,-0.10807609962098252,62761,'mention',Davila,low,reveal,0.10807609962098252
Dominic,1.172480064192536,0.0,-0.16240588848534124,0.5,0.0,0.52,0.03,Customer Service,0.4275426487946552,-1.17,0.0,0.8803695524213733,178.0,nan,0.07,2.0,2.0,-1.17,15275,1921-06-21,-0.4275426487946552,68473,'become',Mercer,medium,believe,0.4275426487946552
Brandon,0.9167070222052314,1.0,-1.5942735855221084,0.91,0.0,0.74,0.03,Administration,1.492250652822194,0.92,0.0,-0.1869541995618035,139.0,'where',0.07,3.0,5.0,0.92,18490,1952-04-03,-1.492250652822194,57107,'none',Green,medium,see,1.492250652822194
Megan,0.9930982626566607,0.0,-1.526069940135144,0.94,0.0,0.82,0.03,Sales,1.4032481135123218,0.99,0.0,-0.2610976109710565,187.0,'world',0.07,3.0,3.0,0.99,15093,2011-02-10,-1.4032481135123218,39228,'show',Mitchell,low,program,1.4032481135123218
Donald,1.2232196655706469,0.0,-0.9071865713911993,0.3,0.0,0.37,0.03,Inventory Management,0.6964240898648113,1.22,0.0,-0.6048702988503755,278.0,'store',0.07,6.0,3.0,1.22,13595,1969-11-27,-0.6964240898648113,51237,'fight',Johnson,low,international,0.6964240898648113
Ryan,0.41207971968050416,0.0,-2.6433180363832083,0.86,0.0,0.84,0.03,,2.7152945888058615,0.41,1.0,0.4771560486146154,254.0,'suddenly',0.07,5.0,5.0,0.41,18108,2006-05-14,-2.7152945888058615,66805,'here',Gilbert,medium,start,2.7152945888058615
Ralph,0.7626688709911398,1.0,-1.1368031909488734,0.75,0.0,0.84,0.03,,1.372335869883612,-0.76,0.0,0.8730148429461955,222.0,'exactly',0.07,5.0,3.0,-0.76,20394,1991-07-15,-1.372335869883612,49525,'money',Knight,medium,gun,1.372335869883612
Kyle,1.2281928238119642,0.0,-1.195515410243852,0.79,0.0,0.95,0.03,Inventory Management,1.0013052106950184,1.23,0.0,nan,222.0,'trip',0.07,3.0,4.0,1.23,11230,2002-04-27,-1.0013052106950184,23674,'trade',Coleman,low,store,1.0013052106950184
Timothy,1.1584703829860838,0.0,nan,0.62,0.0,0.79,0.03,Customer Service,2.479304916866198,1.16,0.0,-0.07334842246583405,259.0,'force',0.07,3.0,3.0,1.16,20817,1930-09-11,-2.479304916866198,83337,'report',Lewis,medium,address,2.479304916866198
Suzanne,0.8237314880147552,0.0,-0.282487308329641,0.5,0.0,0.95,0.03,Administration,nan,0.82,0.0,-0.502990332958219,208.0,'pretty',0.07,2.0,2.0,0.82,15802,1978-10-27,-0.12047019090231892,69618,'wind',Olsen,low,arrive,0.12047019090231892
Timothy,1.4036469243602512,0.0,-2.1646486279624013,0.57,0.0,0.78,0.03,,1.9915228886269656,1.4,0.0,nan,134.0,'focus',0.07,3.0,3.0,1.4,28271,1944-12-16,-1.9915228886269656,94843,nan,Newman,medium,cost,1.9915228886269656
